case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd
1485404,Coates Farm Produce,"Coates Farm Produce, Inc.",9800 N 400 E,Lake Village,IN,46349,445230
1485567,McDonalds,P & D Management Group,31 Providence Highway,Norwood,MA,2062,722211
1522970,Mountain Mike's Pizza,Moscini Pizza Inc,301 E. Hamilton Ave.,Campbell,CA,95008,722110
1500210,"M.E.S., Inc.","M.E.S., Inc.",Pictinny Arsenal,Picatinny Arsenal,NJ,7806,2362
1507512,Electraserve Fire Protection,"Electraserve, Inc.",3744 SW 30th Ave,Hollywood,FL,33020,922160
1376153,Country Nursery,"Country Nursery, Inc.",85603  579 Avenue,Wayne,NE,68787,44422
1448751,Emergency Call Ambulance,"Emergency Call Ambulance , Inc.",P O Box 11042,San Juan,PR,910,621910
1518266,"Norcal Harvesting, LLC","Norcal Harvesting, LLC","3 Quail Run Circle, #101",Salinas,CA,93907,115115
1736281,Dunbar Armored,"Dunbar Armored, Inc",6706 Indutrial RD,Springfield,VA,22151,561613
1684116,South Tex Organics,"South Tex Organics, LC",P.O. Box 808,Mission,TX,78573,111310
1720075,Serene Oaks Care Home (Atherton),"Aralynn Atherton, LLC",2001 Atherton Court,Vacaville,CA,95687,62331
1537188,Jalisco Mexican Resturant,El Jalisco Mexican Restaurant,610 S. Mc Elroy,Stillwater,OK,74074,722110
1581182,Taste of India,Taste of India,761 East 81st Avenue,Merrillville,IN,46410,72211
1393384,"Human Services, Inc.","Human Services, Inc.",98 West Madison St,Franklin,IN,46131,624190
1632426,Ochs Orchards,"Ochs Orchard, Inc.",Ochs Lane,Warwick,NY,10990,111331
1690263,Brickman Group,"Brickman Chargers, Inc.",2420 Cougar Drive,Carlsbad,CA,92010,561730
1463543,RJE TELECOM,"RJE Telecom, LLC","7107 CREEDMOOR ROAD, STE. 134",Raleigh,NC,27613,517910
1502402,Cajun Lodging LLC,Holiday Inn,4288 Highway 51,La Place,LA,70068,721110
1605528,Fence America,"Fence America, Inc.",30 Tweed St.,Cranston,RI,2920,238990
1532268,Kinder Morgan,KMGP Services Company Inc.,3540 River Road,Harvey,LA,70058,493110
1533028,"Torrey Farms, Inc.","Torrey Farms, Inc.",Maltby Road,Elba,NY,14058,111219
1646276,DTA Security Service,"National Security of Alabama, Inc.",1001 South Hull Street,Montgomery,AL,36104,561612
1648428,Making Rainbows  -  Hope,"Rainbow of Challenges, Inc.",501 South Elm Street,Hope,AR,71801,624410
1548746,Hannam Chain Super 1 Mart USA,Super 1 Hannam Inc.,5301 Beach Blvd,Buena Park,CA,90621,445110
1468064,BRIDGEPORT,EQUITY RESIDENTIAL PROPERTIES,4101 LAKE LYNN DRIVE,Raleigh,NC,27612,531311
1698940,South Carolina Dept. of Mental Health,South Carolina Dept. of Mental Health,HR Office: 2414 Bull St.,Columbia,SC,29202,9190
1740896,Sonic Lube,"Sonic Brand, LLC",419 Barton Blvd,Rockledge,FL,32955,811191
1395739,"Bellsouth Telecommunications, Inc.","Bellsouth Telecommunications, Inc.","600 NW 79th Ave, Rm 525",Miami,FL,33126,517110
1396391,"Cavazos, Jose S.","Cavazos, Jose S.",Rt 36 Box 593,Mission,TX,78572,115115
1725625,Nu-Look Collision Centers Gates,Nu-Look Collsion Inc.,15 Elmgrove Park,Rochester,NY,14624,811111
1727131,Fallen Trucking (Petersburg Contract # 23836),"Fallen Trucking Co., Inc.",1103 Bill Tuck Highway,South Boston,VA,24592,484220
1739205,Taco Bell #029058,"Tacala, LLC",60 Austin Lane,London,KY,40741,722211
1430794,Safeway,"Safeway Stores, Inc.",2890 NW Bucklin Hill Road,Silverdale,WA,98383,445110
1681838,Heights of Huebner,"Care Inn Properties, Inc.",2736 FM 775,La Vernia,TX,78121,623110
1059139,"George's Processing, Incorporated","George's Processing, Incorporated",Junction Highway 37 and W,Cassville,MO,65625,11232
1463929,Hazel's Home Care,Hazel's Home Care,1920 Swansee Dr,Dallas,TX,75232,969
1449373,Orange Regional Medical Center,Orange Regional Medical Center,60 Prospect Avenue,Middletown,NY,10940,622110
1455275,Country Store,Farmers Cooperative Association,310 N Willson Str,Blue Hill,NE,68930,447110
1457142,Boater's World Martine Center,"Ritz Camera Centers, Inc.",5001 Overseas Highway,Marathon,FL,33050,451110
1714457,"Twice As Nice At Half The Price, Inc. 3","Twice As Nice At Half The Price, Inc.",210 San Mateo Road #3,Half Moon Bay,CA,94019,453998
1715207,Newark Public Schools,Newark Public Schools,2 Cedar Street,Newark,NJ,7102,9740
1691535,Cresent Fruit and Vegetable,"Cresent Fruit and Vegetable, LLC",18100 N. Rooth Rd,Edinburg,TX,78539,111219
1720202,Adventure Club at Centerton Gamble El,Bentonville School District,1550 Gamble Rd.,Centerton,AR,72719,624410
1404205,Tempo Inc.,Tempo Inc.,207 West 38th Street G/F,New York,NY,10018,31523
1673442,Norbeck Technologies,"Norbeck Technologies, Inc.","7700 Old Branch Avenue, Suite A201",Clinton,MD,20735,561110
1420888,TJ Maxx - Cape May Court House,TJX Companies Inc. & Subsidiaries,20 Court House - S. Dennisville Road,Cape May Court House,NJ,8210,4481
1575979,South Central Alabama Mental Health,"South Central Alabama Mental Health Board, In",19815 Bay Branch Road,Andalusia,AL,36420,621420
1667587,Cafe Maya Ranchero Style Food,"La Playa Restaurants, Inc",2319 Morgan Ave,Corpus Christi,TX,78405,72211
1721421,Watkins Security,"Watkins Security Agency of D.C., Inc.","5325-B East Capitol Street, SE",Washington,DC,20019,56161
1777611,EASTER SEALS SO. CALIFORNIA-PROSPERO RES.HOME,Easter Seals Southern California,1046 N. PROSPERO,Covina,CA,91722,623210
1362500,Sanier St. Louis,"S & T Farm, Inc.",1580 N.W. 124th St.,Miami,FL,33167,115115
1244818,Professional Performance Development Group,Professional Performance Development Group In,"5441 Babcock, Ste. 200",San Antonio,TX,78240,562112
1040622,Ware Communications,"Ware Communications, Inc.",400 North Lexington Street,Pittsburgh,PA,15208,811213
1379977,Sports and Physical Therapy Assoc.,Sports and Physical Therapy Assoc.,2 Laurel Avenue,Wellesley Hills,MA,2481,62134
1586514,Midwest Demolition Company,"MWE Services, Inc.",1935 Yolande Avenue,Lincoln,NE,68521,238990
1362657,Quality Rail Service,"Quality Rail Services, LLC",SW 40th & O Streets,Lincoln,NE,68522,48821
1362793,Emporio Limani,Lazarou Enterprises Inc.,7680 S. Las Vegas Blvd,Las Vegas,NV,89113,44811
1370091,"Phoenix Programs, Inc","Phoenix Programs, Inc",1875 Willow Pass Road,Concord,CA,94520,62431
1713065,O'Reilly Auto Parts,"Ozark Automotive Distributors, Inc",8601 Taverno,Houston,TX,77075,441310
1374392,Elite Title Insurance Agency (BR),Elite Title Insurance Agency,8550 United Plaza Blvd,Baton Rouge,LA,70809,524127
1697568,The Original Breakfast Place,"The Breakfast Place, LLC",2340 East 38th Street,Erie,PA,16510,72211
1377093,ARAMARK,ARAMARK,400 N. Broad Street,Brevard,NC,28712,722310
1527025,DiBella's Old Fashioned Submarines,DiBella's Old Fashioned Submarines,6970 Transit Road,Williamsville,NY,14221,722211
1527027,"DiBella's Old Fashioned Submarines, Inc.","DiBella's Old Fashioned Submarines, Inc.",1420 Niagara Falls Blvd.,Tonawanda,NY,14150,722211
1702587,Sakura Japanese Restaurant Inc,"Sakura Japanese Restaurant, Inc.",9432 San Jose Blvd,Jacksonville,FL,32257,722110
1386211,Carol Harris Staffing,Carol Harris Staffing LLC,2673 Monroeville Blvd.,Monroeville,PA,15146,561320
1684283,"Libsys, Inc.","Libsys, Inc.","2020 Calamos Ct., Suite 200",Naperville,IL,60563,5415
1725213,"Championship Enterprises, Inc.","Championship Enterprises, Inc.","10200 NW 25th Street, Suite 202",Miami,FL,33172,561612
1756035,MCADA Drilling Fluids Incorporated,McAda Drilling Fluids Inc,2501 E. Kenedy Ave.,Kingsville,TX,78363,213111
1607157,Pronto,ABY Corp,1146 S. Crocker ST,Los Angeles,CA,90021,31523
1623231,"Summitt Forests, Inc.","Summitt Forests, Inc.",1257 Siskiyou Blvd #218,Ashland,OR,97520,115310
1400676,Southeastern Correctional Institution,Ohio Dept. of Rehabilitation and Correction,5900 B.I.S Road,Lancaster,OH,43130,9110
1623011,SN-Five Inc.,SN-Five Inc.,P. O. Box 520150,Tinian,MP,96952,23611
1581879,Jimmy John's,"Lugano 2, LLC.",9200 Olive,Saint Louis,MO,63132,722110
1708527,Diamond Staffing Inc,Diamond Staffing Services Inc.,290 Oak St,Perth Amboy,NJ,8861,561320
1457119,Petro Express,"Petro Express, Inc.",3925 Stuart Andrew Blvd.,Charlotte,NC,28217,445120
1688755,"Dana Enterprises, Inc.",Dana Enterprises. Inc.,7936 Rutillio Ct,New Port Richey,FL,34653,561720
1409792,Stronghold Engineering,"Stronghold Engineering, Inc.",2000 Market Street,Riverside,CA,92501,236220
1478267,AAA Carolina's AutoMark,"Carolina Motor Club, Inc.",130-13 Forum Drive,Columbia,SC,29229,8111
1766616,Steve Kent Trucking,"Steve Kent Trucking, Inc.",5118 S. Interstate 35,Pearsall,TX,78061,484121
1682921,Twins Supermarket II Navy Hilll,LW Corporation,PMB 22 Box 10003,Saipan,MP,96950,445110
1391262,Comcare,"Sedgwick, County of",1919 N. Amidon,Wichita,KS,67203,62142
1618088,Henderson Cafe,Emerald Isle LLC,300 Chestnut St.,Henderson,WV,25106,713290
1411614,Alex Sanchez,Alex Sanchez,2111 Liver Pool,Portsmouth,VA,23704,115115
1490900,Fiesta Jalisco #5,"Fiesta Jalisco, LLC",1153 Bergen Parkway #M503,Evergreen,CO,80439,722110
1494991,The Watson Agency,"The Watson Agency, Inc.",P. O. Box 3449,Coeur d Alene,ID,83816,561612
1521844,Jimmy John's,Lugano 2 LLC,6681 Delmar Blvd,Saint Louis,MO,63130,722211
1762044,Sodexo,"Sodexo Management, Inc.",9801 Washington Bl,Gaithersburg,MD,20878,454390
1663183,Luis Rodriguez,Luis Rodriguez,25532 W. Dunlap Rd,Buckeye,AZ,85326,238160
1637467,Flagger Force,"Traffic Control Services, LLC",1411 Stoneridge Drive,Middletown,PA,17057,561320
1608281,Providence St. Joseph Care Center,Providence Health & Services,17 E 8th Ave,Spokane,WA,99202,62311
1521021,Kansas City MO School District,Kansas City Missouri School District,1211 McGee,Kansas City,MO,64106,9740
1503058,House of Japan,"J-C Management, LLC",8701 Sancus Blvd.,Columbus,OH,43240,722110
1725851,Annapolis Painting Service,Tempo Inc.,2561 Housely Road,Annapolis,MD,21401,236220
1414771,University Chevron,"Hoven Oil Company, Inc.",702 South University Boulevard,Mobile,AL,36609,447110
1714701,Borchard Farms,Borchard Farms LLC,P.O Box 1739,Dover,FL,33527,111333
1244694,Jolene's Taylorsville,Jolene's-Draper L.L.C.,5556 S. Redwood Road,Taylorsville,UT,84123,44813
1507717,Tradepaq Corporation,Tradepaq Corporation,"33 Maiden Lane, 9th Floor",New York,NY,10038,541511
1575037,Gold Star Finance,Gold Star Finance Inc.,"1908 E. University Drive , Suite C",Edinburg,TX,78539,522310
1612234,Trenton Board of Education,Trenton Board of Education,108 No. Clinton Avenue,Trenton,NJ,8618,9210
1433661,Food Giant #2,Food Giant Inc.,9530 Parkway East,Birmingham,AL,35215,4451
1382912,Sports and Physical Therapy  Associates,Sports and Physical Therapy Associates,1101 Beacon Street,Brookline,MA,2446,62134
1393792,Hawkeye Convenience Store,Hawkeye Oil Company,2500  7th Avenue,Marion,IA,52302,447110
1459324,A-1 Wireless,A-1 Cellular Inc.,10th Avenue North #19,Myrtle Beach,SC,29577,51731
1736356,Cantina Laredo,"Consolidated Restaurant Operations, LLC","2000 Piazza Avenue, Bldg 4, Suite # 170",Wesley Chapel,FL,33543,722110
1371136,"CulinArt, Inc.","CulinArt, Inc.",Playland Parkway,Rye,NY,10580,7131
1616400,"Star Route Transport, Inc",Star Route Transport,2478 Downing Rd,Fayetteville,NC,28312,492210
1729293,Waste Management,"Waste Management of New York, LLC",7521 Steelway Blvd North,Liverpool,NY,13090,562119
1496605,Marco Enterprises,"Marco Enterprises, Inc.",3504 Watkins Avenue,Hyattsville,MD,20785,238390
1486556,Robert Sweat,Robert Sweat,P.O. Box 30300,Pensacola,FL,32503,11531
1475010,"Wesfam Restaurants, Inc.","Wesfam Restaurants, Inc.",206 Gates Avenue,Huntsville,AL,35801,722211
1500335,"Max Marble and Granite, Inc.","Max Marble and Granite, Inc",4110 Southerland,Houston,TX,77092,444190
1759786,DFW Security Protective Services,Boutchantharaj Corporation,626 Cochrans Mill Road,Pittsburgh,PA,15236,561612
1748079,Universal Restoration Corp,Universal Restoration Corp,90 Apollo St,Brooklyn,NY,11222,441320
1483810,"Cute Girl, Inc.","Cute Girl, Inc.",2011 E. 27th Street,Los Angeles,CA,90058,315232
1521869,R.T. Allen & Sons (Hector Castillo Crew),"R.T. Allen & Sons, Inc.",Parmenter Rd.,Palermo,ME,4354,111334
1403993,Taco Time,JCS Inc.,570 North Main,Heber City,UT,84032,722211
1763207,"Alutiiq Diversified Services, LLC",Afognak Native Corporation,Moorhead Federal Building,Pittsburgh,PA,15222,561612
1745126,BP,"SM Petroleum, Inc.",305 S. Blackhorse Pike,Mount Ephraim,NJ,8059,447190
1697664,"Singleton Food Services, Inc.","Singleton Food Services, Inc.","772 Maddox Drive, Suite 136",Ellijay,GA,30540,722211
1723436,Gas Mart #6,"Midwest, St. Louis LLC",209 E. Grand,Saint Louis,MO,63147,447110
1748562,Westwood Residential Care,NGM Corporation,2228 Westwood Ct,Pittsburg,CA,94565,623210
1374726,Phoenix Programs,Phoenix Programs,1875 Willow Pass Road,Concord,CA,94520,56172
1495896,Alpha Protective Services,"Alpha Protective Services, Inc.",1701 Colonial Dr,Thomasville,GA,31757,561612
1718559,"Mondragon, Margaret - FLC",Margaret A. Mondragon,222 11th Street W,Winter Haven,FL,33880,115115
1615638,Jamerson Farms,"Jamerson Farms Operations, LLC",12500 Greenmeadow Rd,Lehigh Acres,FL,33970,115115
1501297,J & J Maintenance,"J & J Maintenance, Inc.","Evans Community Hospital, Room 300",Fort Carson,CO,80913,561210
1448834,"Lowes Home Centers, Inc.","Lowes Home Centers, Inc",150 Lowe's Blvd,New Bern,NC,28562,45399
1739392,Strickland Farms,Strickland Farms Inc.,671 Hollingsworth Road,Mount Olive,NC,28365,111211
1533594,Whole Foods Market,"Whole Foods Market Group, Inc.",1210 Bethlehem Pike,North Wales,PA,19454,445110
1373296,C. Pyramid Enterprises,C. Pyramid Enterprises,3135 Route 206,Columbus,NJ,8022,236220
1429842,Westar Roofing,Westar Roofing Corporation,2516 Squadron Drive,Virginia Beach,VA,23453,238160
1702336,Subway,GH Subway,1300 Pennsylvania Ave NW,Washington,DC,20004,722211
1522021,Ceci's Cleaning -USPS Bethpage,Ceci's Cleaning,7 Willis Avenue,Syosset,NY,11791,561720
1766030,Golden Earthworm Organic Farm,"Golden Earthworm Organic Farm, LLC",652 Peconic Bay Boulevard,Jamesport,NY,11947,11121
1646943,"City and County of Denver, DIA Plumbing Dept",City and County of Denver,"8500 Pena Boulevard, DIA",Denver,CO,80249,9890
1767350,"Cummins Construction, Inc.","Cummins Construction, Inc.",P.O. Box 748,Enid,OK,73702,237310
1774425,"Greenwell Farms, Inc.","Greenwell Farms, Inc.",81-6581 Mamalahoa Highway,Kealakekua,HI,96750,111998
1505420,Omni Royal Crescent Hotel,Omni Hotels Management Corporation,535 Gravier St.,New Orleans,LA,70130,721110
1799252,"A & L Farms, Inc","A & L Farms, Inc",13982 Lake Michigan Dr.,West Olive,MI,49460,111334
1758790,El Jalisco,El Jalisco Mexican Restaurant Inc,16919 Pear Street,Blountstown,FL,32424,722110
1760366,Inspire Learning & Childcare - Chili,"D'Agostino Learning Group, LLC",4479 Buffalo Road,North Chili,NY,14514,624410
1514468,"Moore's Cafeteria Service, Inc.","MCS Management, Inc.",4415 Dividend,San Antonio,TX,78219,722310
1639520,J&B Subway - Milan,J&B Subway LLC,203 North Pearl,Milan,MO,63556,722211
1580108,United Freedom Associates Inc.,"United Freedom Associates, Inc.","6425 Boeing Dr., Ste. D-8",El Paso,TX,79925,72231
1599506,Country Mart,Bob's Super Saver,425 N Maple,Garnett,KS,66032,44511
1599507,Ricker Hill Orchards,Ricker Hill Orchards,P. O. Box 202,Turner,ME,4282,111331
1567120,Trax International,Trax International Corporation,2701 E. Imhoff Road,Norman,OK,73072,561612
1622000,Econo Rial- Fajardo,Econo Rial Inc.,Plaza Fajardo,Fajardo,PR,738,445110
1516420,"G.C. Services, LLC.","G.C. Services, LLC.",4777 Hilton Corp. Dr.,Columbus,OH,43232,56144
1584996,Merchants Tire & Auto Center,"TBC Retail Group, Inc.",2 Cloniger Dr,Thomasville,NC,27360,4413
1614735,United Family Thrifty # 9679,United Family LLC,447 S. Azusa Ave,La Puente,CA,91744,44711
1613302,BP,"SM Petroleum, Inc.",305 S. Blackhorse Pike,Mount Ephraim,NJ,8059,447190
1567554,Crosspoint Security,Crosspoint Security & Consulting Corp.,Calle Ramos Antonini # 230,Mayaguez,PR,681,561612
1570967,Saipan Grand Hotel,Asia Pacific Hotels Inc.,PO Box 500359,Saipan,MP,96950,721110
1616210,"De la Fuente, Joe  (CL)","De La Fuente, Jose",4407 Renee Way,Weslaco,TX,78596,115115
1612073,Woodbridge Nursing Pavilion,"Woodbridge Nursing Pavilion, Ltd.",2242 N. Kedzie Ave.,Chicago,IL,60647,623110
1614556,Boulevard Diner,"Good Eats, Inc.",409 W. Coleman Blvd.,Mount Pleasant,SC,29464,722110
1565410,"Halsted Communications, Ltd.","Halsted Communications, Ltd.",13 Commerce Drive,Ballston Spa,NY,12020,517410
1614727,Southern Host Hosp. dba Microtel Inn & Suites,Microtel Inn & Suites,2713 Village Lane,Bossier City,LA,71112,721110
1571361,Advanced Security Consulting,"Advanced Security Consulting, Inc",1491 Clinton St,Aurora,CO,80010,561612
1587206,Alliance Mechanical Inc,Alliance Mechanical Inc,5025 W. Diablo Dr,Las Vegas,NV,89118,238220
1588072,Royal Court Apartments - Majestic Realty,"Majestic Realty Services, Inc.",2031 N. Prairie Avenue,Dallas,TX,75204,531210
1622274,"Big Boy Restaurants International, LLC","Big Boy Restaurants International, LLC",4199 Marcy Street,Warren,MI,48091,722110
1553088,Carolina Beauty College,"Carolina Beauty Systems, Inc.",7736-C North Point Blvd.,Winston Salem,NC,27106,611511
1553091,Carolina Beauty College,"Carolina Beauty Systems, Inc.",4901-B North Tyron Street,Charlotte,NC,28213,611511
1619254,Maximus,Maximus Inc,3130 Kilgore Road,Rancho Cordova,CA,95670,921190
1631880,"Hardee's of Forest City, IA","MNH Foods, LLC",126 N. Sixth Street,Forest City,IA,50436,72221
1633215,Bear Lake Pizza,"Bear Lake Enterprises, Inc.",240 S Bear Lake Blvd,Garden City,UT,84028,722110
1422847,Gadsden Tomato Company,Gadsden Tomato Company,218 N Graves Street,Quincy,FL,32351,115114
1710790,Hampton Meadows Home,New Leaf Adolescent Care Inc,5101 Hampton Meadows Road,Monroe,NC,28110,623210
1692114,"Southern Wall Systems, LLC","Southern Wall Systems, LLC",2801 Mance Newton Road,Midland City,AL,36350,23832
1616269,Holiday Inn Express - Dalhart,"Shree Mahant, LTD",801 Liberal,Dalhart,TX,79022,721110
1494215,"Haas Farm, Camp #2",Oak Grove Farms,990 Vista Lane,Pitman,PA,17964,111331
1514248,"GCH Services, LLC","GCH Services, LLC",6801 N. Glen Harbor Blvd.,Glendale,AZ,85307,488190
1648613,Waffle House,"Midwest Waffles, Inc.",251 AA Hwy,Newport,KY,41076,72211
1597798,A-T Asphalt,"A-T Asphalt Paving, Inc",1575 S 1300 E,Saint George,UT,84771,238990
1623601,Pizza Hut,"Sky Ventures, LLC",2117 4th Street SW,Mason City,IA,50401,722110
1613745,Harper Construction Company - DFAC,"Harper Construction Company, Inc.",2241 Kettner Blvd,San Diego,CA,92101,236220
1549995,Towers Perrin,Towers Perrin,1500 Market Street,Philadelphia,PA,19102,9231
1714222,RTJ Concrete (Geneva Rock),RTJ Concrete,7610 Michele Way,Sandy,UT,84093,237310
1600316,Kinder Morgan,Kinder Morgan Inc,2527 Foresight Circle,Grand Junction,CO,81505,48621
1521358,Brooks Drive,"First Metropolitan Facility, Inc.",2411 Brooks Dr,Suitland,MD,20746,9690
1526341,Sergio Mendez M&D Construction,"B&L Drywall and Acoustics, Inc.",438 Highway 64 East,Conway,AR,72032,238310
1532682,Fence America,Fence America,8325 Siena Avenue,Sacramento,CA,95828,238990
1523174,KFC- Boston Road,"L & L Food Service, Inc.",1780 Boston Road,Springfield,MA,1129,722211
1617522,"Murray's Speed & Custom #12, Inc.","Murray's Auto Supply, Inc. #12",9741 S. Orange Blossom Trail,Orlando,FL,32837,441310
